Observation Time,Temperature,AP,WS,Station,year,month,day,hour,day_of_year
2008-01-01 00:00:00,-2.5999999,954.799988,54.9000015,Maitri,2008,1,1,0,1
2008-01-01 01:00:00,-1.60000002,954.799988,50.7999992,Maitri,2008,1,1,1,1
2008-01-01 02:00:00,-0.699999988,954.700012,38.5,Maitri,2008,1,1,2,1
2008-01-01 03:00:00,-0.200000003,954.700012,36.5999985,Maitri,2008,1,1,3,1
2008-01-01 04:00:00,0.100000001,954.5,35.5999985,Maitri,2008,1,1,4,1
2008-01-01 05:00:00,1.0,954.0,49.5,Maitri,2008,1,1,5,1
2008-01-01 06:00:00,1.0,953.5,54.5999985,Maitri,2008,1,1,6,1
2008-01-01 07:00:00,2.20000005,953.299988,14.6000004,Maitri,2008,1,1,7,1
2008-01-01 08:00:00,3.0999999,953.0,10.3999996,Maitri,2008,1,1,8,1
2008-01-01 09:00:00,2.5,952.799988,61.0999985,Maitri,2008,1,1,9,1
2008-01-01 10:00:00,2.0999999,952.200012,43.7999992,Maitri,2008,1,1,10,1
2008-01-01 11:00:00,1.89999998,951.700012,65.9000015,Maitri,2008,1,1,11,1
2008-01-01 12:00:00,2.70000005,951.299988,100.300003,Maitri,2008,1,1,12,1
2008-01-01 13:00:00,3.20000005,950.900024,97.5,Maitri,2008,1,1,13,1
2008-01-01 14:00:00,4.0,950.5,92.0999985,Maitri,2008,1,1,14,1
2008-01-01 15:00:00,3.20000005,950.0,96.8000031,Maitri,2008,1,1,15,1
2008-01-01 16:00:00,3.20000005,949.400024,87.0999985,Maitri,2008,1,1,16,1
2008-01-01 17:00:00,2.4000001,949.0,8.60000038,Maitri,2008,1,1,17,1
2008-01-01 18:00:00,3.4000001,948.599976,41.0,Maitri,2008,1,1,18,1
2008-01-01 19:00:00,2.5999999,948.099976,20.2999992,Maitri,2008,1,1,19,1
2008-01-01 20:00:00,1.10000002,947.599976,29.8999996,Maitri,2008,1,1,20,1
2008-01-01 21:00:00,1.70000005,946.900024,34.7999992,Maitri,2008,1,1,21,1
2008-01-01 22:00:00,-0.300000012,946.299988,37.7999992,Maitri,2008,1,1,22,1
2008-01-01 23:00:00,-1.5,946.700012,54.5,Maitri,2008,1,1,23,1
2008-01-02 00:00:00,-2.0999999,947.0,22.6000004,Maitri,2008,1,2,0,2
2008-01-02 01:00:00,-1.39999998,946.5,36.0999985,Maitri,2008,1,2,1,2
2008-01-02 02:00:00,-1.29999995,946.0,47.7000008,Maitri,2008,1,2,2,2
2008-01-02 03:00:00,-0.899999976,945.799988,47.2999992,Maitri,2008,1,2,3,2
2008-01-02 04:00:00,-0.5,945.400024,44.5,Maitri,2008,1,2,4,2
2008-01-02 05:00:00,0.100000001,944.799988,38.0,Maitri,2008,1,2,5,2
2008-01-02 06:00:00,0.100000001,944.5,32.7999992,Maitri,2008,1,2,6,2
2008-01-02 07:00:00,1.0,944.400024,22.3999996,Maitri,2008,1,2,7,2
2008-01-02 08:00:00,2.29999995,944.299988,26.8999996,Maitri,2008,1,2,8,2
2008-01-02 09:00:00,2.0,943.900024,18.7999992,Maitri,2008,1,2,9,2
2008-01-02 10:00:00,2.4000001,943.799988,16.0,Maitri,2008,1,2,10,2
2008-01-02 11:00:00,2.29999995,943.5,14.6999998,Maitri,2008,1,2,11,2
2008-01-02 12:00:00,1.79999995,943.599976,9.30000019,Maitri,2008,1,2,12,2
2008-01-02 13:00:00,1.29999995,943.599976,53.7000008,Maitri,2008,1,2,13,2
2008-01-02 14:00:00,2.4000001,943.299988,18.2999992,Maitri,2008,1,2,14,2
2008-01-02 15:00:00,2.4000001,943.0,32.0,Maitri,2008,1,2,15,2
2008-01-02 16:00:00,0.699999988,942.900024,67.5999985,Maitri,2008,1,2,16,2
2008-01-02 17:00:00,1.89999998,942.700012,78.5999985,Maitri,2008,1,2,17,2
2008-01-02 18:00:00,1.20000005,942.5,94.5999985,Maitri,2008,1,2,18,2
2008-01-02 19:00:00,2.0999999,942.599976,90.9000015,Maitri,2008,1,2,19,2
2008-01-02 20:00:00,0.5,942.599976,81.0,Maitri,2008,1,2,20,2
2008-01-02 21:00:00,0.5,942.700012,64.0999985,Maitri,2008,1,2,21,2
2008-01-02 22:00:00,-2.4000001,943.0,25.5,Maitri,2008,1,2,22,2
2008-01-02 23:00:00,-3.5,943.599976,24.0,Maitri,2008,1,2,23,2
2008-01-03 00:00:00,-3.20000005,943.900024,19.1000004,Maitri,2008,1,3,0,3
2008-01-03 01:00:00,-3.20000005,944.099976,33.2000008,Maitri,2008,1,3,1,3
2008-01-03 02:00:00,-2.0999999,944.599976,16.7999992,Maitri,2008,1,3,2,3
2008-01-03 03:00:00,-2.0,944.700012,33.2000008,Maitri,2008,1,3,3,3
2008-01-03 04:00:00,-1.20000005,945.299988,33.0999985,Maitri,2008,1,3,4,3
2008-01-03 05:00:00,0.300000012,945.799988,25.6000004,Maitri,2008,1,3,5,3
2008-01-03 06:00:00,1.29999995,946.299988,8.69999981,Maitri,2008,1,3,6,3
2008-01-03 07:00:00,2.5,947.099976,7.80000019,Maitri,2008,1,3,7,3
2008-01-03 08:00:00,1.29999995,948.200012,14.3000002,Maitri,2008,1,3,8,3
2008-01-03 09:00:00,0.300000012,949.299988,16.5,Maitri,2008,1,3,9,3
2008-01-03 10:00:00,0.699999988,950.099976,11.1000004,Maitri,2008,1,3,10,3
2008-01-03 11:00:00,1.29999995,950.700012,7.9000001,Maitri,2008,1,3,11,3
2008-01-03 12:00:00,1.39999998,951.200012,4.5999999,Maitri,2008,1,3,12,3
2008-01-03 13:00:00,1.20000005,951.5,38.2999992,Maitri,2008,1,3,13,3
2008-01-03 14:00:00,1.20000005,951.900024,82.0999985,Maitri,2008,1,3,14,3
2008-01-03 15:00:00,1.60000002,952.200012,78.6999969,Maitri,2008,1,3,15,3
2008-01-03 16:00:00,1.10000002,952.5,89.1999969,Maitri,2008,1,3,16,3
2008-01-03 17:00:00,1.60000002,952.900024,92.1999969,Maitri,2008,1,3,17,3
2008-01-03 18:00:00,1.5,953.200012,83.5999985,Maitri,2008,1,3,18,3
2008-01-03 19:00:00,1.0,953.799988,87.5,Maitri,2008,1,3,19,3
2008-01-03 20:00:00,1.60000002,954.0,68.8000031,Maitri,2008,1,3,20,3
2008-01-03 21:00:00,0.800000012,954.299988,40.4000015,Maitri,2008,1,3,21,3
2008-01-03 22:00:00,-2.4000001,954.700012,27.7000008,Maitri,2008,1,3,22,3
2008-01-03 23:00:00,-3.5999999,954.900024,22.0,Maitri,2008,1,3,23,3
2008-01-04 00:00:00,-3.70000005,954.900024,10.3000002,Maitri,2008,1,4,0,4
2008-01-04 01:00:00,-2.5999999,955.099976,15.0,Maitri,2008,1,4,1,4
2008-01-04 02:00:00,-0.100000001,955.200012,6.5,Maitri,2008,1,4,2,4
2008-01-04 03:00:00,-0.100000001,955.099976,27.5,Maitri,2008,1,4,3,4
2008-01-04 04:00:00,0.899999976,955.200012,38.5999985,Maitri,2008,1,4,4,4
2008-01-04 05:00:00,1.39999998,955.400024,51.4000015,Maitri,2008,1,4,5,4
2008-01-04 06:00:00,2.20000005,955.099976,49.7000008,Maitri,2008,1,4,6,4
2008-01-04 07:00:00,3.9000001,955.5,32.2999992,Maitri,2008,1,4,7,4
2008-01-04 08:00:00,4.5,955.400024,48.7999992,Maitri,2008,1,4,8,4
2008-01-04 09:00:00,5.19999981,955.5,39.0999985,Maitri,2008,1,4,9,4
2008-01-04 10:00:00,5.30000019,955.5,27.1000004,Maitri,2008,1,4,10,4
2008-01-04 11:00:00,6.80000019,955.299988,38.2999992,Maitri,2008,1,4,11,4
2008-01-04 12:00:00,5.9000001,955.400024,24.2999992,Maitri,2008,1,4,12,4
2008-01-04 13:00:00,5.30000019,955.099976,32.9000015,Maitri,2008,1,4,13,4
2008-01-04 14:00:00,6.0,955.0,43.9000015,Maitri,2008,1,4,14,4
2008-01-04 15:00:00,6.0999999,954.900024,47.2999992,Maitri,2008,1,4,15,4
2008-01-04 16:00:00,5.5,954.5,41.9000015,Maitri,2008,1,4,16,4
2008-01-04 17:00:00,5.5999999,953.900024,58.2000008,Maitri,2008,1,4,17,4
2008-01-04 18:00:00,5.9000001,953.700012,39.0999985,Maitri,2008,1,4,18,4
2008-01-04 19:00:00,5.0,953.700012,39.2000008,Maitri,2008,1,4,19,4
2008-01-04 20:00:00,4.4000001,953.5,37.9000015,Maitri,2008,1,4,20,4
2008-01-04 21:00:00,2.79999995,953.5,27.1000004,Maitri,2008,1,4,21,4
2008-01-04 22:00:00,0.400000006,953.099976,35.5999985,Maitri,2008,1,4,22,4
2008-01-04 23:00:00,-0.400000006,952.900024,38.5999985,Maitri,2008,1,4,23,4
2008-01-05 00:00:00,-0.600000024,952.5,32.5,Maitri,2008,1,5,0,5
2008-01-05 01:00:00,-0.5,952.400024,34.7000008,Maitri,2008,1,5,1,5
2008-01-05 02:00:00,-0.5,952.200012,37.2000008,Maitri,2008,1,5,2,5
2008-01-05 03:00:00,0.0,951.900024,42.0999985,Maitri,2008,1,5,3,5
2008-01-05 04:00:00,0.200000003,951.599976,43.7999992,Maitri,2008,1,5,4,5
2008-01-05 05:00:00,0.899999976,951.200012,41.7999992,Maitri,2008,1,5,5,5
2008-01-05 06:00:00,2.0999999,950.900024,21.8999996,Maitri,2008,1,5,6,5
2008-01-05 07:00:00,2.5999999,950.5,29.2000008,Maitri,2008,1,5,7,5
2008-01-05 08:00:00,2.5,950.099976,28.5,Maitri,2008,1,5,8,5
2008-01-05 09:00:00,2.70000005,949.799988,29.3999996,Maitri,2008,1,5,9,5
2008-01-05 10:00:00,3.29999995,949.799988,20.3999996,Maitri,2008,1,5,10,5
2008-01-05 11:00:00,3.20000005,949.799988,22.7999992,Maitri,2008,1,5,11,5
2008-01-05 12:00:00,2.29999995,950.0,19.5,Maitri,2008,1,5,12,5
2008-01-05 13:00:00,2.0,949.799988,18.2000008,Maitri,2008,1,5,13,5
2008-01-05 14:00:00,2.5999999,949.400024,13.8999996,Maitri,2008,1,5,14,5
2008-01-05 15:00:00,2.70000005,948.900024,45.9000015,Maitri,2008,1,5,15,5
2008-01-05 16:00:00,2.0999999,948.599976,43.5,Maitri,2008,1,5,16,5
2008-01-05 17:00:00,2.20000005,948.0,43.9000015,Maitri,2008,1,5,17,5
2008-01-05 18:00:00,2.9000001,947.599976,31.5,Maitri,2008,1,5,18,5
2008-01-05 19:00:00,3.0999999,947.299988,63.5,Maitri,2008,1,5,19,5
2008-01-05 20:00:00,3.29999995,946.799988,35.5999985,Maitri,2008,1,5,20,5
2008-01-05 21:00:00,2.9000001,946.5,31.2000008,Maitri,2008,1,5,21,5
2008-01-05 22:00:00,-0.300000012,946.900024,30.7999992,Maitri,2008,1,5,22,5
2008-01-05 23:00:00,-0.400000006,947.400024,28.7000008,Maitri,2008,1,5,23,5
2008-01-06 00:00:00,-0.699999988,947.200012,21.3999996,Maitri,2008,1,6,0,6
2008-01-06 01:00:00,-2.20000005,947.900024,30.7999992,Maitri,2008,1,6,1,6
2008-01-06 02:00:00,-3.5,948.700012,25.2000008,Maitri,2008,1,6,2,6
2008-01-06 03:00:00,-4.19999981,948.900024,68.5,Maitri,2008,1,6,3,6
2008-01-06 04:00:00,-4.30000019,948.799988,36.2000008,Maitri,2008,1,6,4,6
2008-01-06 05:00:00,-2.9000001,948.799988,2.29999995,Maitri,2008,1,6,5,6
2008-01-06 06:00:00,-1.39999998,949.0,11.6999998,Maitri,2008,1,6,6,6
2008-01-06 07:00:00,-0.100000001,949.099976,33.2999992,Maitri,2008,1,6,7,6
2008-01-06 08:00:00,0.300000012,949.5,23.5,Maitri,2008,1,6,8,6
2008-01-06 09:00:00,0.400000006,949.900024,22.5,Maitri,2008,1,6,9,6
2008-01-06 10:00:00,0.800000012,949.900024,19.5,Maitri,2008,1,6,10,6
2008-01-06 11:00:00,1.20000005,950.0,23.2000008,Maitri,2008,1,6,11,6
2008-01-06 12:00:00,1.20000005,950.400024,26.1000004,Maitri,2008,1,6,12,6
2008-01-06 13:00:00,1.0,950.700012,24.6000004,Maitri,2008,1,6,13,6
2008-01-06 14:00:00,1.10000002,951.0,21.2999992,Maitri,2008,1,6,14,6
2008-01-06 15:00:00,0.5,951.200012,16.8999996,Maitri,2008,1,6,15,6
2008-01-06 16:00:00,0.300000012,951.400024,21.6000004,Maitri,2008,1,6,16,6
2008-01-06 17:00:00,0.100000001,951.599976,42.5,Maitri,2008,1,6,17,6
2008-01-06 18:00:00,0.400000006,951.700012,54.0,Maitri,2008,1,6,18,6
2008-01-06 19:00:00,-0.200000003,952.099976,43.2999992,Maitri,2008,1,6,19,6
2008-01-06 20:00:00,-0.600000024,952.299988,35.7000008,Maitri,2008,1,6,20,6
2008-01-06 21:00:00,-1.0,952.5,53.2999992,Maitri,2008,1,6,21,6
2008-01-06 22:00:00,-2.0999999,952.5,55.9000015,Maitri,2008,1,6,22,6
2008-01-06 23:00:00,-2.0,952.799988,55.0,Maitri,2008,1,6,23,6
2008-01-07 00:00:00,-2.70000005,953.200012,52.5,Maitri,2008,1,7,0,7
2008-01-07 01:00:00,-3.20000005,952.900024,35.9000015,Maitri,2008,1,7,1,7
2008-01-07 02:00:00,-4.30000019,952.5,57.2000008,Maitri,2008,1,7,2,7
2008-01-07 03:00:00,-4.19999981,952.200012,52.0,Maitri,2008,1,7,3,7
2008-01-07 04:00:00,-2.5999999,952.0,33.0999985,Maitri,2008,1,7,4,7
2008-01-07 05:00:00,-0.200000003,951.900024,40.0,Maitri,2008,1,7,5,7
2008-01-07 06:00:00,2.0,952.200012,33.9000015,Maitri,2008,1,7,6,7
2008-01-07 07:00:00,2.29999995,952.200012,38.2999992,Maitri,2008,1,7,7,7
2008-01-07 08:00:00,3.0999999,952.099976,42.4000015,Maitri,2008,1,7,8,7
2008-01-07 09:00:00,2.70000005,952.099976,41.2999992,Maitri,2008,1,7,9,7
2008-01-07 10:00:00,3.70000005,951.900024,44.9000015,Maitri,2008,1,7,10,7
2008-01-07 11:00:00,4.0999999,951.799988,19.3999996,Maitri,2008,1,7,11,7
2008-01-07 12:00:00,3.5999999,951.799988,91.8000031,Maitri,2008,1,7,12,7
2008-01-07 13:00:00,3.20000005,951.700012,68.8000031,Maitri,2008,1,7,13,7
2008-01-07 14:00:00,4.0999999,951.900024,93.3000031,Maitri,2008,1,7,14,7
2008-01-07 15:00:00,3.29999995,951.700012,76.5,Maitri,2008,1,7,15,7
2008-01-07 16:00:00,3.20000005,951.700012,75.4000015,Maitri,2008,1,7,16,7
2008-01-07 17:00:00,2.4000001,951.799988,68.8000031,Maitri,2008,1,7,17,7
2008-01-07 18:00:00,2.5,951.900024,65.1999969,Maitri,2008,1,7,18,7
2008-01-07 19:00:00,1.89999998,952.0,59.0,Maitri,2008,1,7,19,7
2008-01-07 20:00:00,1.89999998,952.299988,58.7999992,Maitri,2008,1,7,20,7
2008-01-07 21:00:00,0.899999976,952.700012,53.5999985,Maitri,2008,1,7,21,7
2008-01-07 22:00:00,-1.79999995,953.099976,47.5,Maitri,2008,1,7,22,7
2008-01-07 23:00:00,-2.4000001,953.299988,48.5999985,Maitri,2008,1,7,23,7
2008-01-08 00:00:00,-1.79999995,953.5,74.9000015,Maitri,2008,1,8,0,8
2008-01-08 01:00:00,-1.89999998,953.5,86.4000015,Maitri,2008,1,8,1,8
2008-01-08 02:00:00,-1.60000002,953.799988,87.0,Maitri,2008,1,8,2,8
2008-01-08 03:00:00,0.400000006,954.0,79.5999985,Maitri,2008,1,8,3,8
2008-01-08 04:00:00,-1.60000002,953.900024,86.0,Maitri,2008,1,8,4,8
2008-01-08 05:00:00,-0.200000003,953.799988,80.0999985,Maitri,2008,1,8,5,8
2008-01-08 06:00:00,0.699999988,953.799988,72.0,Maitri,2008,1,8,6,8
2008-01-08 07:00:00,1.39999998,953.900024,70.4000015,Maitri,2008,1,8,7,8
2008-01-08 08:00:00,2.5,953.799988,70.0999985,Maitri,2008,1,8,8,8
2008-01-08 09:00:00,3.70000005,953.5,78.5999985,Maitri,2008,1,8,9,8
2008-01-08 10:00:00,2.9000001,953.400024,70.5,Maitri,2008,1,8,10,8
2008-01-08 11:00:00,1.79999995,953.400024,64.5,Maitri,2008,1,8,11,8
2008-01-08 12:00:00,1.60000002,953.099976,62.2000008,Maitri,2008,1,8,12,8
2008-01-08 13:00:00,1.39999998,952.599976,61.2999992,Maitri,2008,1,8,13,8
2008-01-08 14:00:00,1.60000002,952.200012,60.0,Maitri,2008,1,8,14,8
2008-01-08 15:00:00,1.5,951.799988,59.0,Maitri,2008,1,8,15,8
2008-01-08 16:00:00,1.39999998,951.5,56.7999992,Maitri,2008,1,8,16,8
2008-01-08 17:00:00,0.699999988,951.299988,55.0999985,Maitri,2008,1,8,17,8
2008-01-08 18:00:00,0.899999976,951.0,53.5,Maitri,2008,1,8,18,8
2008-01-08 19:00:00,0.800000012,950.700012,52.2999992,Maitri,2008,1,8,19,8
2008-01-08 20:00:00,0.800000012,950.5,52.4000015,Maitri,2008,1,8,20,8
2008-01-08 21:00:00,0.200000003,950.200012,50.5,Maitri,2008,1,8,21,8
2008-01-08 22:00:00,-0.200000003,949.900024,49.2999992,Maitri,2008,1,8,22,8
2008-01-08 23:00:00,-0.5,949.799988,48.7999992,Maitri,2008,1,8,23,8
2008-01-09 00:00:00,-0.600000024,949.5,48.2999992,Maitri,2008,1,9,0,9
2008-01-09 01:00:00,-0.699999988,949.200012,48.7000008,Maitri,2008,1,9,1,9
2008-01-09 02:00:00,-0.800000012,948.900024,48.4000015,Maitri,2008,1,9,2,9
2008-01-09 03:00:00,-0.800000012,948.799988,48.4000015,Maitri,2008,1,9,3,9
2008-01-09 04:00:00,-0.699999988,948.400024,48.2000008,Maitri,2008,1,9,4,9
2008-01-09 05:00:00,-0.600000024,948.200012,48.7999992,Maitri,2008,1,9,5,9
2008-01-09 06:00:00,-0.400000006,948.200012,49.5,Maitri,2008,1,9,6,9
2008-01-09 07:00:00,0.800000012,948.400024,50.7999992,Maitri,2008,1,9,7,9
2008-01-09 08:00:00,2.0999999,948.5,51.5999985,Maitri,2008,1,9,8,9
2008-01-09 09:00:00,1.79999995,948.5,52.0,Maitri,2008,1,9,9,9
2008-01-09 10:00:00,2.4000001,948.599976,62.0999985,Maitri,2008,1,9,10,9
2008-01-09 11:00:00,2.5999999,948.799988,75.4000015,Maitri,2008,1,9,11,9
2008-01-09 12:00:00,2.79999995,948.900024,87.5999985,Maitri,2008,1,9,12,9
2008-01-09 13:00:00,3.0999999,948.700012,75.5,Maitri,2008,1,9,13,9
2008-01-09 14:00:00,2.5,948.799988,54.0999985,Maitri,2008,1,9,14,9
2008-01-09 15:00:00,2.29999995,948.900024,73.0,Maitri,2008,1,9,15,9
2008-01-09 16:00:00,1.70000005,949.200012,71.4000015,Maitri,2008,1,9,16,9
2008-01-09 17:00:00,1.39999998,949.599976,67.4000015,Maitri,2008,1,9,17,9
2008-01-09 18:00:00,1.70000005,949.799988,64.3000031,Maitri,2008,1,9,18,9
2008-01-09 19:00:00,1.89999998,950.200012,63.2999992,Maitri,2008,1,9,19,9
2008-01-09 20:00:00,1.10000002,950.700012,61.9000015,Maitri,2008,1,9,20,9
2008-01-09 21:00:00,0.300000012,951.099976,59.5,Maitri,2008,1,9,21,9
2008-01-09 22:00:00,-1.39999998,951.599976,53.7999992,Maitri,2008,1,9,22,9
2008-01-09 23:00:00,-2.0,951.799988,52.5,Maitri,2008,1,9,23,9
2008-01-10 00:00:00,-2.20000005,951.799988,51.9000015,Maitri,2008,1,10,0,10
2008-01-10 01:00:00,-2.0999999,951.700012,51.7999992,Maitri,2008,1,10,1,10
2008-01-10 02:00:00,-1.20000005,951.900024,52.2999992,Maitri,2008,1,10,2,10
2008-01-10 03:00:00,-0.300000012,952.099976,53.2999992,Maitri,2008,1,10,3,10
2008-01-10 04:00:00,1.10000002,952.299988,55.2000008,Maitri,2008,1,10,4,10
2008-01-10 05:00:00,-0.300000012,952.700012,54.7999992,Maitri,2008,1,10,5,10
2008-01-10 06:00:00,1.89999998,952.900024,57.5999985,Maitri,2008,1,10,6,10
2008-01-10 07:00:00,2.0,953.099976,56.5999985,Maitri,2008,1,10,7,10
2008-01-10 08:00:00,2.0999999,953.5,56.2000008,Maitri,2008,1,10,8,10
2008-01-10 09:00:00,1.60000002,953.5,56.4000015,Maitri,2008,1,10,9,10
2008-01-10 10:00:00,1.5,954.0,55.0,Maitri,2008,1,10,10,10
2008-01-10 11:00:00,2.29999995,954.0,56.2000008,Maitri,2008,1,10,11,10
2008-01-10 12:00:00,2.0999999,954.099976,58.9000015,Maitri,2008,1,10,12,10
2008-01-10 13:00:00,2.5,954.200012,57.7000008,Maitri,2008,1,10,13,10
2008-01-10 14:00:00,2.29999995,954.200012,81.9000015,Maitri,2008,1,10,14,10
2008-01-10 15:00:00,2.70000005,954.200012,75.1999969,Maitri,2008,1,10,15,10
2008-01-10 16:00:00,1.70000005,954.5,72.8000031,Maitri,2008,1,10,16,10
2008-01-10 17:00:00,2.29999995,954.599976,82.8000031,Maitri,2008,1,10,17,10
2008-01-10 18:00:00,2.5999999,954.599976,82.0,Maitri,2008,1,10,18,10
2008-01-10 19:00:00,3.5,954.599976,80.6999969,Maitri,2008,1,10,19,10
2008-01-10 20:00:00,2.4000001,954.700012,67.8000031,Maitri,2008,1,10,20,10
2008-01-10 21:00:00,1.5,954.799988,66.0,Maitri,2008,1,10,21,10
2008-01-10 22:00:00,-1.60000002,954.900024,59.5999985,Maitri,2008,1,10,22,10
2008-01-10 23:00:00,-2.0999999,954.900024,59.5999985,Maitri,2008,1,10,23,10
2008-01-11 00:00:00,-2.5,954.700012,55.7000008,Maitri,2008,1,11,0,11
2008-01-11 01:00:00,-3.5999999,954.700012,52.9000015,Maitri,2008,1,11,1,11
2008-01-11 02:00:00,-3.0999999,954.400024,52.4000015,Maitri,2008,1,11,2,11
2008-01-11 03:00:00,-2.29999995,954.299988,54.5,Maitri,2008,1,11,3,11
2008-01-11 04:00:00,0.5,954.400024,59.0999985,Maitri,2008,1,11,4,11
2008-01-11 05:00:00,-0.300000012,954.5,56.4000015,Maitri,2008,1,11,5,11
2008-01-11 06:00:00,0.699999988,954.400024,57.5,Maitri,2008,1,11,6,11
2008-01-11 07:00:00,1.79999995,954.200012,58.4000015,Maitri,2008,1,11,7,11
2008-01-11 08:00:00,2.4000001,954.099976,57.7999992,Maitri,2008,1,11,8,11
2008-01-11 09:00:00,2.0999999,954.0,57.0,Maitri,2008,1,11,9,11
2008-01-11 13:00:00,2.0,953.599976,71.8000031,Maitri,2008,1,11,13,11
2008-01-11 14:00:00,2.9000001,953.5,71.8000031,Maitri,2008,1,11,14,11
2008-01-11 15:00:00,2.20000005,953.599976,69.1999969,Maitri,2008,1,11,15,11
2008-01-11 16:00:00,1.70000005,953.5,69.5,Maitri,2008,1,11,16,11
2008-01-11 17:00:00,2.20000005,953.900024,70.5,Maitri,2008,1,11,17,11
2008-01-11 18:00:00,2.5,954.0,65.9000015,Maitri,2008,1,11,18,11
2008-01-11 19:00:00,2.20000005,954.200012,62.5999985,Maitri,2008,1,11,19,11
2008-01-11 20:00:00,2.0,954.299988,56.9000015,Maitri,2008,1,11,20,11
2008-01-11 21:00:00,-0.100000001,954.400024,53.9000015,Maitri,2008,1,11,21,11
2008-01-11 22:00:00,-2.29999995,954.200012,48.2999992,Maitri,2008,1,11,22,11
2008-01-11 23:00:00,-2.79999995,954.099976,47.9000015,Maitri,2008,1,11,23,11
2008-01-12 00:00:00,-2.79999995,953.900024,48.4000015,Maitri,2008,1,12,0,12
2008-01-12 01:00:00,-2.9000001,953.200012,48.5,Maitri,2008,1,12,1,12
2008-01-12 02:00:00,-2.29999995,953.700012,49.2999992,Maitri,2008,1,12,2,12
2008-01-12 03:00:00,-1.0,954.099976,50.0,Maitri,2008,1,12,3,12
2008-01-12 04:00:00,0.100000001,954.400024,50.2999992,Maitri,2008,1,12,4,12
2008-01-12 05:00:00,-0.200000003,954.599976,49.2000008,Maitri,2008,1,12,5,12
2008-01-12 06:00:00,0.300000012,954.799988,48.5999985,Maitri,2008,1,12,6,12
2008-01-12 07:00:00,0.699999988,955.5,49.2999992,Maitri,2008,1,12,7,12
2008-01-12 08:00:00,0.800000012,955.5,49.2999992,Maitri,2008,1,12,8,12
2008-01-12 09:00:00,1.0,955.900024,49.0,Maitri,2008,1,12,9,12
2008-01-12 10:00:00,1.39999998,956.299988,49.5999985,Maitri,2008,1,12,10,12
2008-01-12 11:00:00,1.5,956.200012,59.7999992,Maitri,2008,1,12,11,12
2008-01-12 12:00:00,2.20000005,956.200012,53.7000008,Maitri,2008,1,12,12,12
2008-01-12 13:00:00,2.79999995,956.5,86.4000015,Maitri,2008,1,12,13,12
2008-01-12 14:00:00,3.4000001,956.299988,88.4000015,Maitri,2008,1,12,14,12
2008-01-12 15:00:00,3.20000005,956.099976,82.0999985,Maitri,2008,1,12,15,12
2008-01-12 16:00:00,2.4000001,955.700012,68.0999985,Maitri,2008,1,12,16,12
2008-01-12 17:00:00,3.20000005,955.400024,83.1999969,Maitri,2008,1,12,17,12
2008-01-12 18:00:00,3.29999995,955.700012,73.5999985,Maitri,2008,1,12,18,12
2008-01-12 19:00:00,3.20000005,955.700012,69.5,Maitri,2008,1,12,19,12
2008-01-12 20:00:00,2.70000005,955.599976,67.5,Maitri,2008,1,12,20,12
2008-01-12 21:00:00,0.899999976,955.099976,61.4000015,Maitri,2008,1,12,21,12
2008-01-12 22:00:00,-1.20000005,954.599976,52.7999992,Maitri,2008,1,12,22,12
2008-01-12 23:00:00,-1.79999995,953.700012,52.7999992,Maitri,2008,1,12,23,12
2008-01-13 00:00:00,-2.4000001,953.5,52.2999992,Maitri,2008,1,13,0,13
2008-01-13 01:00:00,-3.70000005,953.299988,50.5,Maitri,2008,1,13,1,13
2008-01-13 02:00:00,-2.70000005,952.700012,50.2000008,Maitri,2008,1,13,2,13
2008-01-13 03:00:00,-2.5999999,952.5,50.2000008,Maitri,2008,1,13,3,13
2008-01-13 04:00:00,-1.39999998,952.099976,50.4000015,Maitri,2008,1,13,4,13
2008-01-13 05:00:00,-1.10000002,951.099976,51.0999985,Maitri,2008,1,13,5,13
2008-01-13 06:00:00,-0.600000024,950.799988,51.2000008,Maitri,2008,1,13,6,13
2008-01-13 07:00:00,0.800000012,951.0,53.0,Maitri,2008,1,13,7,13
2008-01-13 08:00:00,0.800000012,950.700012,51.9000015,Maitri,2008,1,13,8,13
2008-01-13 09:00:00,1.39999998,950.200012,52.5,Maitri,2008,1,13,9,13
2008-01-13 10:00:00,1.39999998,949.700012,52.2999992,Maitri,2008,1,13,10,13
2008-01-13 11:00:00,1.89999998,949.299988,51.4000015,Maitri,2008,1,13,11,13
2008-01-13 12:00:00,2.0,949.0,51.7000008,Maitri,2008,1,13,12,13
2008-01-13 13:00:00,1.5,948.400024,52.0,Maitri,2008,1,13,13,13
2008-01-13 14:00:00,2.29999995,947.900024,63.2999992,Maitri,2008,1,13,14,13
2008-01-13 15:00:00,2.70000005,947.5,88.5999985,Maitri,2008,1,13,15,13
2008-01-13 16:00:00,2.0999999,946.900024,85.9000015,Maitri,2008,1,13,16,13
2008-01-13 17:00:00,1.5,946.099976,68.6999969,Maitri,2008,1,13,17,13
2008-01-13 18:00:00,1.79999995,946.099976,66.6999969,Maitri,2008,1,13,18,13
2008-01-13 19:00:00,1.20000005,946.200012,66.8000031,Maitri,2008,1,13,19,13
2008-01-13 20:00:00,0.5,946.299988,64.0999985,Maitri,2008,1,13,20,13
2008-01-13 21:00:00,-1.89999998,946.700012,55.7999992,Maitri,2008,1,13,21,13
2008-01-13 22:00:00,-1.79999995,946.0,54.5,Maitri,2008,1,13,22,13
