Temperature,RH,WS,WD,AP,year,month,day,hour,day_of_year,target_temperature
-0.33,34.24,4.51,155.95,982.0,2012,1,28,12,28,-0.44
-0.44,38.07,4.19,149.7,982.02,2012,1,28,13,28,0.02
0.02,40.88,4.06,149.46,981.18,2012,1,28,14,28,-0.15
-0.15,43.44,2.95,118.61,980.6,2012,1,28,15,28,0.06
0.06,44.14,3.14,134.17,979.63,2012,1,28,16,28,-0.01
-0.01,44.95,5.26,162.08,978.77,2012,1,28,17,28,-0.45
-0.45,45.08,5.99,161.67,977.67,2012,1,28,18,28,-1.47
-1.47,46.45,6.91,173.04,976.78,2012,1,28,20,28,-2.64
-2.64,48.3,7.73,176.25,976.0,2012,1,28,21,28,-3.2
-3.2,46.03,8.13,177.1,975.4,2012,1,28,22,28,-3.51
-3.51,42.65,8.74,174.12,974.62,2012,1,28,23,28,-3.61
-3.61,40.92,9.09,172.05,974.0,2012,1,29,0,29,-3.85
-3.85,42.39,8.58,174.54,973.07,2012,1,29,1,29,-4.44
-4.44,44.62,10.07,175.72,972.28,2012,1,29,2,29,-5.11
-5.11,46.86,10.5,176.11,971.15,2012,1,29,4,29,-5.21
-5.21,46.36,10.67,176.78,970.12,2012,1,29,5,29,-5.06
-5.06,46.38,10.84,175.4,969.47,2012,1,29,6,29,-4.98
-4.98,47.41,12.45,174.45,968.53,2012,1,29,7,29,-4.43
-4.43,50.49,12.73,174.06,967.93,2012,1,29,8,29,-3.88
-3.88,54.35,12.34,174.15,967.0,2012,1,29,9,29,-3.3
-3.3,59.42,13.3,173.74,966.03,2012,1,29,11,29,-2.96
-2.96,60.29,14.36,173.37,965.0,2012,1,29,12,29,-2.3
-2.3,58.76,14.65,172.17,964.17,2012,1,29,13,29,-1.79
-1.79,62.4,14.04,171.66,964.0,2012,1,29,14,29,-1.13
-1.13,61.14,12.39,173.87,963.8,2012,1,29,15,29,0.52
0.52,47.68,11.53,170.17,963.0,2012,1,29,16,29,1.12
1.12,43.8,12.29,168.99,962.47,2012,1,29,17,29,1.12
1.12,43.46,12.74,169.97,962.23,2012,1,29,19,29,0.99
0.99,45.29,13.33,166.65,962.52,2012,1,29,20,29,0.63
0.63,49.65,12.43,168.6,962.87,2012,1,29,21,29,0.65
0.65,49.3,10.36,164.09,963.0,2012,1,29,22,29,0.23
0.23,50.33,8.41,155.93,963.42,2012,1,29,23,29,-0.21
-0.21,54.02,8.78,155.27,964.0,2012,1,30,0,30,-0.58
-0.58,55.87,8.24,151.6,964.52,2012,1,30,1,30,-0.68
-0.68,54.91,7.3,151.84,965.0,2012,1,30,3,30,-0.82
-0.82,55.59,7.0,158.68,965.17,2012,1,30,4,30,-0.94
-0.94,56.27,7.09,162.16,966.0,2012,1,30,5,30,-1.11
-1.11,56.36,6.98,161.47,966.95,2012,1,30,6,30,-1.26
-1.26,55.9,7.09,152.99,967.78,2012,1,30,7,30,-1.24
-1.24,54.92,7.3,153.65,968.62,2012,1,30,8,30,-1.44
-1.44,57.38,9.34,160.11,969.1,2012,1,30,10,30,-1.41
-1.41,60.34,8.38,158.53,970.18,2012,1,30,11,30,-1.15
-1.15,58.59,7.01,155.36,971.25,2012,1,30,12,30,-0.99
-0.99,58.36,6.54,155.7,972.1,2012,1,30,13,30,-0.76
-0.76,57.77,6.08,157.17,973.07,2012,1,30,14,30,-0.79
-0.79,58.59,7.67,157.74,974.0,2012,1,30,15,30,-0.67
-0.67,62.65,6.91,161.13,975.0,2012,1,30,16,30,-0.28
-0.28,59.63,5.46,158.78,975.78,2012,1,30,18,30,-0.15
-0.15,59.45,4.24,158.07,976.45,2012,1,30,19,30,0.19
0.19,57.87,3.97,164.55,977.1,2012,1,30,20,30,0.46
0.46,59.3,3.42,173.07,978.0,2012,1,30,21,30,0.82
0.82,59.31,2.94,175.18,978.5,2012,1,30,22,30,1.21
1.21,52.82,2.53,152.8,979.02,2012,1,30,23,30,1.17
1.17,53.73,1.62,138.39,979.88,2012,1,31,0,31,0.87
0.87,58.53,1.63,168.62,980.38,2012,1,31,2,31,0.69
0.69,58.45,1.59,177.54,981.0,2012,1,31,3,31,0.41
0.41,60.17,1.16,185.34,981.13,2012,1,31,4,31,0.18
0.18,62.63,1.55,171.88,981.75,2012,1,31,5,31,-0.08
-0.08,64.93,1.81,162.19,982.0,2012,1,31,6,31,-0.28
-0.28,66.76,1.63,174.46,982.4,2012,1,31,7,31,-0.34
-0.34,63.81,2.4,184.48,983.0,2012,1,31,9,31,-0.59
-0.59,56.28,4.42,178.48,983.3,2012,1,31,10,31,-0.83
-0.83,51.33,6.09,174.49,984.0,2012,1,31,11,31,-1.07
-1.07,49.4,5.9,172.09,984.0,2012,1,31,12,31,-1.31
-1.31,48.79,5.3,173.79,984.68,2012,1,31,13,31,-1.89
-1.89,53.37,4.83,179.65,985.0,2012,1,31,14,31,-2.35
-2.35,54.52,5.01,179.79,985.0,2012,1,31,15,31,-2.35
-2.35,53.12,4.73,178.28,985.58,2012,1,31,17,31,-2.01
-2.01,51.09,4.59,178.16,986.0,2012,1,31,18,31,-1.68
-1.68,48.39,4.66,177.76,986.0,2012,1,31,19,31,-0.86
-0.86,42.34,3.85,170.5,986.0,2012,1,31,20,31,-0.42
-0.42,37.8,2.64,137.21,985.9,2012,1,31,21,31,-0.02
-0.02,39.94,1.62,67.86,985.95,2012,1,31,22,31,0.38
0.38,36.94,1.88,218.57,985.7,2012,1,31,23,31,0.56
0.56,43.04,2.23,322.23,985.0,2012,2,1,1,32,0.52
0.52,42.43,3.14,322.76,985.0,2012,2,1,2,32,0.61
0.61,47.9,3.08,323.34,984.35,2012,2,1,3,32,0.63
0.63,53.26,3.39,328.08,984.0,2012,2,1,4,32,0.13
0.13,53.72,2.94,327.81,983.72,2012,2,1,5,32,-0.26
-0.26,57.84,2.39,314.61,983.0,2012,2,1,6,32,-1.18
-1.18,65.91,2.07,307.8,982.12,2012,2,1,8,32,-1.9
-1.9,61.25,1.9,188.82,982.0,2012,2,1,9,32,-2.79
-2.79,55.7,2.87,179.19,981.45,2012,2,1,10,32,-3.8
-3.8,51.77,4.32,182.98,980.7,2012,2,1,11,32,-4.75
-4.75,48.95,6.12,181.88,979.62,2012,2,1,12,32,-5.24
-5.24,45.93,6.85,180.24,978.78,2012,2,1,13,32,-5.52
-5.52,45.53,6.52,181.41,978.0,2012,2,1,14,32,-5.7
-5.7,45.59,7.27,179.41,976.9,2012,2,1,16,32,-6.39
-6.39,47.05,8.41,179.11,975.52,2012,2,1,17,32,-5.38
-5.38,39.71,7.21,177.79,974.98,2012,2,1,18,32,-4.97
-4.97,38.94,7.83,176.71,974.05,2012,2,1,19,32,-4.68
-4.68,42.4,8.23,177.45,973.25,2012,2,1,20,32,-3.47
-3.47,35.71,6.6,168.67,972.48,2012,2,1,21,32,-2.85
-2.85,36.67,5.87,166.92,971.93,2012,2,1,22,32,-2.36
-2.36,32.71,3.88,160.2,971.0,2012,2,2,0,33,-2.0
-2.0,31.66,1.88,91.7,970.82,2012,2,2,1,33,-1.25
-1.25,32.52,2.39,170.77,970.0,2012,2,2,2,33,-1.22
-1.22,34.56,4.13,323.17,970.0,2012,2,2,3,33,-1.4
-1.4,37.66,5.01,319.37,970.0,2012,2,2,4,33,-1.39
-1.39,44.49,5.17,323.25,970.07,2012,2,2,5,33,-1.48
-1.48,45.27,4.7,320.05,971.0,2012,2,2,7,33,-1.62
-1.62,47.98,3.82,322.73,971.0,2012,2,2,8,33,-1.9
-1.9,50.38,3.12,322.32,971.7,2012,2,2,9,33,-2.24
-2.24,51.45,1.99,317.34,972.0,2012,2,2,10,33,-2.48
-2.48,52.1,0.98,250.38,972.47,2012,2,2,11,33,-3.62
-3.62,57.99,1.61,162.75,973.0,2012,2,2,12,33,-4.19
-4.19,55.22,2.58,181.73,973.42,2012,2,2,13,33,-4.68
-4.68,54.67,3.51,178.6,974.0,2012,2,2,15,33,-5.3
-5.3,57.26,4.64,181.46,974.4,2012,2,2,16,33,-5.07
-5.07,63.72,4.52,178.75,975.0,2012,2,2,17,33,-4.12
-4.12,63.63,5.23,158.66,975.25,2012,2,2,18,33,-3.91
-3.91,65.63,5.25,158.34,976.0,2012,2,2,19,33,-3.78
-3.78,62.76,5.82,155.18,976.28,2012,2,2,20,33,-3.8
-3.8,63.05,6.15,157.13,977.0,2012,2,2,21,33,-3.74
-3.74,63.82,6.5,157.33,977.0,2012,2,2,23,33,-3.88
-3.88,59.62,7.5,159.45,977.65,2012,2,3,0,34,-3.68
-3.68,58.99,8.35,162.81,978.0,2012,2,3,1,34,-3.29
-3.29,59.26,8.42,162.72,978.18,2012,2,3,2,34,-2.96
-2.96,65.75,7.58,160.89,979.0,2012,2,3,3,34,-2.1
-2.1,63.53,5.78,132.84,979.52,2012,2,3,4,34,-1.52
-1.52,59.94,5.73,134.53,980.0,2012,2,3,6,34,-1.0
-1.0,59.29,5.57,141.18,980.6,2012,2,3,7,34,-0.67
-0.67,62.25,5.73,138.8,981.0,2012,2,3,8,34,-0.52
-0.52,63.87,6.18,140.48,981.38,2012,2,3,9,34,-0.49
-0.49,63.36,6.08,139.87,981.83,2012,2,3,10,34,-0.7
-0.7,65.73,5.93,146.23,982.0,2012,2,3,11,34,-1.03
-1.03,68.7,5.79,147.09,982.0,2012,2,3,12,34,-1.25
-1.25,72.6,5.37,146.87,982.0,2012,2,3,14,34,-1.67
-1.67,75.98,5.38,155.35,982.0,2012,2,3,15,34,-1.98
-1.98,78.03,5.45,155.17,982.0,2012,2,3,16,34,-1.97
-1.97,77.93,5.86,154.79,981.03,2012,2,3,17,34,-3.02
-3.02,56.57,8.89,169.26,979.63,2012,2,3,18,34,-3.52
-3.52,50.81,8.25,167.87,978.63,2012,2,3,19,34,-3.44
-3.44,45.97,8.68,165.19,978.0,2012,2,3,20,34,-3.12
-3.12,47.26,9.5,161.54,976.67,2012,2,3,22,34,-3.18
-3.18,46.61,7.94,170.88,975.5,2012,2,3,23,34,-2.58
-2.58,43.09,8.8,161.49,974.63,2012,2,4,0,35,-2.78
-2.78,55.93,8.88,154.32,974.0,2012,2,4,1,35,-4.4
-4.4,86.27,10.16,163.44,972.95,2012,2,4,2,35,-3.73
-3.73,90.38,13.08,163.97,971.48,2012,2,4,3,35,-3.31
-3.31,90.3,14.31,166.95,970.05,2012,2,4,5,35,-3.31
-3.31,91.77,15.13,164.03,968.98,2012,2,4,6,35,-3.05
-3.05,88.05,16.53,163.09,968.0,2012,2,4,7,35,-3.04
-3.04,91.94,16.93,160.68,967.43,2012,2,4,8,35,-2.79
-2.79,93.36,15.9,160.95,967.0,2012,2,4,9,35,-2.56
-2.56,93.48,14.01,158.59,967.0,2012,2,4,10,35,-2.18
-2.18,93.19,11.96,152.69,967.0,2012,2,4,11,35,-2.12
-2.12,92.7,13.04,154.8,967.0,2012,2,4,13,35,-2.19
-2.19,92.61,12.55,150.69,967.0,2012,2,4,14,35,-1.8
-1.8,86.26,12.91,151.58,967.65,2012,2,4,15,35,-2.2
-2.2,93.38,13.64,156.12,968.0,2012,2,4,16,35,-2.26
-2.26,94.9,13.05,157.07,968.0,2012,2,4,17,35,-2.19
-2.19,95.07,13.04,156.02,968.0,2012,2,4,18,35,-2.29
-2.29,94.63,13.7,156.6,968.67,2012,2,4,19,35,-2.33
-2.33,93.76,14.09,156.19,969.0,2012,2,4,21,35,-2.36
-2.36,93.62,14.18,156.91,969.15,2012,2,4,22,35,-2.4
-2.4,92.64,13.77,157.49,970.0,2012,2,4,23,35,-2.56
-2.56,93.94,13.66,157.59,970.32,2012,2,5,0,36,-2.6
-2.6,94.27,13.95,158.41,971.0,2012,2,5,1,36,-2.43
-2.43,92.61,13.27,159.02,971.4,2012,2,5,2,36,-2.25
-2.25,92.43,13.66,156.97,972.0,2012,2,5,4,36,-2.24
-2.24,90.79,13.69,158.39,972.63,2012,2,5,5,36,-2.03
-2.03,92.52,12.72,155.78,973.48,2012,2,5,6,36,-1.87
-1.87,92.97,12.79,157.26,974.35,2012,2,5,7,36,-1.76
-1.76,93.88,12.42,154.63,975.35,2012,2,5,8,36,-1.7
-1.7,92.89,12.68,154.67,976.43,2012,2,5,9,36,-1.53
-1.53,92.77,11.67,157.42,977.62,2012,2,5,10,36,-1.43
-1.43,93.72,10.48,152.8,978.67,2012,2,5,12,36,-1.16
-1.16,92.42,9.61,151.97,979.58,2012,2,5,13,36,-0.53
-0.53,83.2,10.41,158.03,980.0,2012,2,5,14,36,0.51
0.51,69.95,9.67,155.47,980.68,2012,2,5,15,36,0.68
0.68,68.37,9.29,155.66,981.0,2012,2,5,16,36,-0.44
-0.44,84.94,8.89,156.74,981.5,2012,2,5,17,36,0.15
0.15,74.5,7.48,156.3,982.0,2012,2,5,18,36,0.52
0.52,64.99,7.98,159.19,982.0,2012,2,5,20,36,0.31
0.31,63.32,8.27,157.89,982.0,2012,2,5,21,36,-0.03
-0.03,62.33,8.77,160.52,982.0,2012,2,5,22,36,-0.15
-0.15,60.37,10.42,160.91,982.0,2012,2,5,23,36,-0.06
-0.06,55.95,11.35,163.15,982.0,2012,2,6,0,37,-0.47
-0.47,59.86,10.46,164.04,982.18,2012,2,6,1,37,-1.02
-1.02,65.9,11.17,166.97,982.6,2012,2,6,3,37,-1.34
-1.34,68.22,12.37,170.38,982.98,2012,2,6,4,37,-1.47
-1.47,69.53,11.62,170.21,983.0,2012,2,6,5,37,-2.03
-2.03,75.45,12.69,170.32,983.0,2012,2,6,6,37,-1.99
-1.99,71.82,13.06,172.19,983.0,2012,2,6,7,37,-1.9
-1.9,68.35,11.81,172.73,983.0,2012,2,6,8,37,-1.67
-1.67,60.68,11.79,175.69,982.93,2012,2,6,9,37,-1.38
-1.38,53.96,9.71,172.57,982.33,2012,2,6,11,37,-1.21
-1.21,52.22,8.59,173.97,982.0,2012,2,6,12,37,-0.83
-0.83,51.84,4.91,152.62,982.0,2012,2,6,13,37,-0.15
-0.15,49.7,4.45,149.44,982.0,2012,2,6,14,37,0.33
0.33,48.0,3.52,157.14,981.15,2012,2,6,15,37,0.65
0.65,47.99,4.61,158.86,981.0,2012,2,6,16,37,0.92
0.92,46.79,4.87,161.2,980.53,2012,2,6,17,37,1.09
1.09,48.68,4.6,155.08,980.05,2012,2,6,19,37,1.1
1.1,47.36,4.74,156.97,980.02,2012,2,6,20,37,0.84
0.84,50.21,4.34,162.21,980.0,2012,2,6,21,37,0.78
0.78,48.68,4.55,168.27,980.0,2012,2,6,22,37,0.6
0.6,48.6,4.32,167.39,980.0,2012,2,6,23,37,0.35
0.35,49.98,4.3,166.6,980.0,2012,2,7,0,38,-0.02
-0.02,48.98,4.89,176.4,980.0,2012,2,7,2,38,-0.14
-0.14,45.73,6.34,171.39,980.0,2012,2,7,3,38,-1.3
-1.3,52.39,7.34,177.28,980.0,2012,2,7,4,38,-1.64
-1.64,49.78,8.67,174.6,980.48,2012,2,7,5,38,-2.81
-2.81,58.17,8.4,177.12,981.0,2012,2,7,6,38,-3.12
-3.12,58.53,8.34,178.93,981.0,2012,2,7,7,38,-2.48
-2.48,51.5,8.04,175.37,981.53,2012,2,7,8,38,-3.83
-3.83,56.65,9.18,177.49,982.0,2012,2,7,10,38,-4.63
-4.63,56.74,9.86,176.69,982.0,2012,2,7,11,38,-4.74
-4.74,56.55,9.3,178.19,982.05,2012,2,7,12,38,-4.59
-4.59,54.55,9.89,176.33,982.97,2012,2,7,13,38,-4.29
-4.29,52.87,10.12,178.13,983.0,2012,2,7,14,38,-3.0
-3.0,48.36,8.26,175.88,983.0,2012,2,7,15,38,-1.65
-1.65,44.25,7.07,170.81,983.0,2012,2,7,16,38,-1.27
-1.27,44.07,7.57,165.63,983.0,2012,2,7,18,38,-0.79
-0.79,44.84,6.99,159.04,983.05,2012,2,7,19,38,-0.41
-0.41,46.89,6.73,158.72,983.98,2012,2,7,20,38,-0.09
-0.09,45.84,5.09,156.41,984.0,2012,2,7,21,38,-0.03
-0.03,49.07,4.18,142.19,984.0,2012,2,7,22,38,-0.13
-0.13,51.63,2.84,138.29,984.0,2012,2,7,23,38,0.17
0.17,48.48,3.01,155.48,984.57,2012,2,8,1,39,0.0
0.0,53.61,1.95,124.56,985.0,2012,2,8,2,39,0.06
0.06,55.62,2.88,173.82,985.0,2012,2,8,3,39,-0.82
-0.82,49.83,5.2,170.83,985.0,2012,2,8,4,39,-2.92
-2.92,53.89,6.41,179.33,985.0,2012,2,8,5,39,-4.02
-4.02,54.23,8.49,179.51,985.0,2012,2,8,6,39,-4.15
-4.15,53.01,8.48,178.57,985.0,2012,2,8,7,39,-4.36
-4.36,53.48,8.83,178.06,985.0,2012,2,8,9,39,-5.43
-5.43,59.43,10.02,177.85,985.0,2012,2,8,10,39,-5.5
-5.5,57.69,10.31,177.9,985.33,2012,2,8,11,39,-5.25
-5.25,56.27,10.2,178.09,985.73,2012,2,8,12,39,-5.4
-5.4,58.57,10.24,177.48,985.37,2012,2,8,13,39,-5.67
-5.67,58.0,12.21,174.69,985.08,2012,2,8,14,39,-5.48
-5.48,59.07,11.83,174.78,985.0,2012,2,8,15,39,-4.7
-4.7,57.75,11.17,176.28,985.05,2012,2,8,17,39,-3.92
-3.92,55.8,11.06,175.82,985.95,2012,2,8,18,39,-2.51
-2.51,50.48,10.77,174.11,986.0,2012,2,8,19,39,-1.22
-1.22,52.64,10.36,168.43,986.0,2012,2,8,20,39,-1.33
-1.33,62.94,10.98,170.22,986.0,2012,2,8,21,39,-0.38
-0.38,60.31,9.77,167.23,986.03,2012,2,8,22,39,0.61
0.61,50.5,9.68,163.17,986.25,2012,2,9,0,40,1.11
1.11,46.85,9.93,157.63,986.98,2012,2,9,1,40,0.48
0.48,60.97,7.17,143.6,987.45,2012,2,9,2,40,-1.01
-1.01,79.44,8.81,159.7,988.0,2012,2,9,3,40,-1.75
-1.75,84.25,8.98,161.0,988.05,2012,2,9,4,40,-0.43
-0.43,71.11,5.97,142.66,988.92,2012,2,9,5,40,-0.46
-0.46,66.67,4.32,152.15,989.1,2012,2,9,6,40,-0.69
-0.69,53.24,7.09,160.43,989.32,2012,2,9,8,40,-1.29
-1.29,53.46,6.87,170.24,989.95,2012,2,9,9,40,-2.02
-2.02,52.84,7.64,175.68,989.92,2012,2,9,10,40,-3.81
-3.81,54.39,8.58,177.46,990.0,2012,2,9,11,40,-5.26
-5.26,55.44,10.7,175.81,990.0,2012,2,9,12,40,-5.81
-5.81,56.03,11.0,174.77,990.0,2012,2,9,13,40,-6.25
-6.25,55.8,11.1,172.44,990.0,2012,2,9,14,40,-6.98
-6.98,56.07,11.08,176.06,990.0,2012,2,9,16,40,-7.62
-7.62,58.32,10.28,181.17,990.0,2012,2,9,17,40,-8.24
-8.24,59.96,10.37,186.55,990.0,2012,2,9,18,40,-8.02
-8.02,58.87,11.18,188.37,990.0,2012,2,9,19,40,-7.61
-7.61,57.29,10.24,184.07,990.0,2012,2,9,20,40,-7.06
-7.06,55.36,9.6,181.02,990.0,2012,2,9,21,40,-6.9
-6.9,54.85,11.38,174.29,990.0,2012,2,9,23,40,-5.98
-5.98,54.58,10.4,178.26,989.6,2012,2,10,0,41,-4.04
-4.04,47.38,8.49,177.27,989.0,2012,2,10,1,41,-3.37
-3.37,48.83,9.37,175.22,989.0,2012,2,10,2,41,-3.26
-3.26,51.61,9.52,176.47,989.0,2012,2,10,3,41,-1.44
-1.44,42.23,6.59,167.52,989.0,2012,2,10,4,41,-1.03
-1.03,43.71,6.0,157.36,988.3,2012,2,10,5,41,-0.92
-0.92,44.85,3.57,130.95,988.0,2012,2,10,7,41,-0.54
-0.54,44.91,2.52,130.68,988.0,2012,2,10,8,41,-0.4
-0.4,62.42,5.08,156.92,988.0,2012,2,10,9,41,-0.58
-0.58,65.49,6.99,160.8,988.0,2012,2,10,10,41,-1.47
-1.47,80.86,7.2,161.63,988.0,2012,2,10,11,41,-2.08
-2.08,90.0,7.57,163.38,988.0,2012,2,10,12,41,-2.07
-2.07,88.66,7.97,160.37,988.0,2012,2,10,13,41,-2.29
-2.29,91.11,8.39,162.84,988.7,2012,2,10,15,41,-2.56
-2.56,93.71,6.97,165.17,989.0,2012,2,10,16,41,-2.48
-2.48,90.13,6.33,159.04,989.0,2012,2,10,17,41,-2.1
-2.1,80.04,7.3,159.66,989.0,2012,2,10,18,41,-1.79
-1.79,69.94,9.08,159.47,989.47,2012,2,10,19,41,-1.73
-1.73,67.85,10.5,161.5,990.0,2012,2,10,20,41,-2.73
-2.73,79.89,11.43,172.71,990.0,2012,2,10,22,41,-2.92
-2.92,79.53,12.37,172.96,990.23,2012,2,10,23,41,-2.79
-2.79,76.26,11.49,173.74,991.0,2012,2,11,0,42,-1.53
-1.53,58.7,9.66,167.72,991.4,2012,2,11,1,42,-2.81
-2.81,63.87,11.98,175.69,992.0,2012,2,11,2,42,-3.5
-3.5,64.06,12.29,180.7,991.88,2012,2,11,3,42,-4.4
-4.4,67.4,13.08,184.28,991.0,2012,2,11,4,42,-3.88
-3.88,60.44,11.48,191.31,991.0,2012,2,11,6,42,-2.08
-2.08,51.9,8.43,179.76,991.03,2012,2,11,7,42,-0.29
-0.29,46.47,6.0,161.21,991.5,2012,2,11,8,42,0.28
0.28,40.49,4.05,147.96,992.0,2012,2,11,9,42,0.59
0.59,40.98,3.05,174.18,992.0,2012,2,11,10,42,1.09
1.09,45.43,2.93,191.44,992.0,2012,2,11,11,42,1.02
1.02,56.4,4.33,158.23,992.0,2012,2,11,12,42,0.43
0.43,62.12,3.07,169.18,992.0,2012,2,11,14,42,0.23
0.23,61.34,5.12,165.29,992.58,2012,2,11,15,42,-0.28
-0.28,59.21,6.69,172.49,993.0,2012,2,11,16,42,-2.1
-2.1,60.42,6.56,180.89,993.0,2012,2,11,17,42,-3.18
-3.18,60.69,7.64,179.88,993.0,2012,2,11,18,42,-3.62
-3.62,59.06,8.82,177.19,993.0,2012,2,11,19,42,-4.28
-4.28,58.59,8.0,181.12,993.0,2012,2,11,21,42,-5.55
-5.55,57.2,8.23,185.62,993.0,2012,2,11,22,42,-7.32
-7.32,59.97,9.17,195.88,993.0,2012,2,11,23,42,-8.75
-8.75,64.12,9.3,202.08,992.7,2012,2,12,0,43,-8.28
-8.28,57.27,8.91,195.43,992.0,2012,2,12,1,43,-7.91
-7.91,52.47,8.85,192.42,992.0,2012,2,12,2,43,-7.69
-7.69,51.64,7.82,193.84,991.92,2012,2,12,3,43,-7.04
-7.04,49.67,8.05,186.91,991.12,2012,2,12,5,43,-6.21
-6.21,48.13,8.72,178.55,990.57,2012,2,12,6,43,-5.0
-5.0,44.6,7.05,177.0,990.0,2012,2,12,7,43,-4.11
-4.11,39.8,7.87,168.0,989.32,2012,2,12,8,43,-2.91
-2.91,35.79,6.58,158.71,989.0,2012,2,12,9,43,-2.32
-2.32,36.18,6.32,155.09,988.35,2012,2,12,10,43,-2.0
-2.0,38.68,5.2,144.26,988.0,2012,2,12,11,43,-1.68
-1.68,39.48,4.7,149.18,987.8,2012,2,12,13,43,-1.59
-1.59,41.51,3.83,158.62,987.13,2012,2,12,14,43,-1.66
-1.66,42.06,2.46,162.89,987.0,2012,2,12,15,43,-1.78
-1.78,44.11,3.57,160.24,987.0,2012,2,12,16,43,-2.56
-2.56,46.47,5.07,170.98,986.22,2012,2,12,17,43,-4.02
-4.02,49.99,6.01,181.04,986.0,2012,2,12,18,43,-5.22
-5.22,49.43,6.96,179.34,986.0,2012,2,12,20,43,-6.53
-6.53,50.57,8.77,177.72,985.9,2012,2,12,21,43,-7.23
-7.23,52.12,9.08,178.83,985.03,2012,2,12,22,43,-7.85
-7.85,50.52,11.06,178.09,985.0,2012,2,12,23,43,-8.4
-8.4,53.9,10.29,176.96,985.0,2012,2,13,0,44,-8.52
-8.52,52.0,10.66,175.71,985.0,2012,2,13,1,44,-8.78
-8.78,53.14,10.08,176.09,984.25,2012,2,13,2,44,-8.93
-8.93,51.76,10.05,175.6,984.0,2012,2,13,4,44,-9.01
-9.01,52.25,9.33,176.21,984.0,2012,2,13,5,44,-8.67
-8.67,52.62,8.65,179.56,984.0,2012,2,13,6,44,-7.52
-7.52,47.41,8.0,176.68,984.0,2012,2,13,7,44,-6.07
-6.07,43.49,6.83,173.67,984.0,2012,2,13,8,44,-4.9
-4.9,42.24,6.47,171.98,983.83,2012,2,13,9,44,-4.11
-4.11,43.54,5.98,159.52,983.17,2012,2,13,10,44,-3.42
-3.42,45.98,4.89,159.0,983.0,2012,2,13,12,44,-2.89
-2.89,43.85,3.36,145.95,983.0,2012,2,13,13,44,-2.62
-2.62,45.08,2.17,115.86,983.0,2012,2,13,14,44,-2.14
-2.14,45.57,2.17,111.11,982.93,2012,2,13,15,44,-1.72
-1.72,46.35,1.4,59.08,983.0,2012,2,13,16,44,-1.5
-1.5,45.42,1.44,119.07,982.97,2012,2,13,17,44,-1.91
-1.91,53.75,2.1,319.07,982.28,2012,2,13,19,44,-1.2
-1.2,50.84,1.41,252.72,982.0,2012,2,13,20,44,-2.07
-2.07,57.96,2.32,299.25,982.0,2012,2,13,21,44,-2.14
-2.14,58.08,1.66,285.83,982.0,2012,2,13,22,44,-2.37
-2.37,54.84,2.23,188.86,981.78,2012,2,13,23,44,-2.77
-2.77,54.11,2.92,187.85,981.05,2012,2,14,0,45,-3.48
-3.48,55.43,3.49,193.94,981.13,2012,2,14,1,45,-3.71
-3.71,55.83,3.9,194.61,981.07,2012,2,14,3,45,-3.77
-3.77,57.23,3.78,196.25,981.0,2012,2,14,4,45,-3.89
-3.89,58.93,3.76,197.69,981.0,2012,2,14,5,45,-4.35
-4.35,59.63,4.15,194.17,981.0,2012,2,14,6,45,-4.82
-4.82,63.3,4.39,192.86,981.0,2012,2,14,7,45,-4.34
-4.34,61.25,4.49,183.72,981.0,2012,2,14,8,45,-2.96
-2.96,60.07,4.35,177.25,981.0,2012,2,14,9,45,-1.89
-1.89,61.43,5.67,161.32,980.4,2012,2,14,11,45,-1.53
-1.53,62.14,5.77,159.38,980.0,2012,2,14,12,45,-1.25
-1.25,60.54,6.61,158.51,980.0,2012,2,14,13,45,-1.39
-1.39,66.82,6.28,152.72,980.0,2012,2,14,14,45,-1.41
-1.41,66.8,6.53,157.41,980.0,2012,2,14,15,45,-1.55
-1.55,70.32,6.75,156.97,980.0,2012,2,14,16,45,-1.3
-1.3,67.35,6.71,157.65,980.0,2012,2,14,18,45,-1.2
-1.2,68.69,6.26,158.4,980.38,2012,2,14,19,45,-1.46
-1.46,77.75,6.14,155.07,980.98,2012,2,14,20,45,-1.6
-1.6,81.24,5.79,153.94,981.0,2012,2,14,21,45,-1.6
-1.6,82.92,5.95,151.84,981.0,2012,2,14,22,45,-1.72
-1.72,84.17,5.69,154.31,981.0,2012,2,14,23,45,-1.96
-1.96,86.79,4.38,159.01,981.0,2012,2,15,0,46,-2.22
-2.22,87.96,3.8,162.11,981.0,2012,2,15,2,46,-2.39
-2.39,87.71,2.73,158.81,981.0,2012,2,15,3,46,-2.95
-2.95,84.7,2.08,190.29,981.0,2012,2,15,4,46,-3.36
-3.36,69.73,2.56,193.74,981.0,2012,2,15,5,46,-4.09
-4.09,64.32,3.47,196.85,981.0,2012,2,15,6,46,-4.42
-4.42,63.94,3.88,189.65,981.0,2012,2,15,7,46,-5.15
-5.15,65.89,5.44,184.16,981.5,2012,2,15,8,46,-5.59
-5.59,63.35,6.18,181.57,982.0,2012,2,15,10,46,-5.2
-5.2,64.57,5.94,180.59,982.0,2012,2,15,11,46,-5.92
-5.92,72.65,7.77,176.69,982.75,2012,2,15,12,46,-6.23
-6.23,70.68,6.44,177.77,983.0,2012,2,15,13,46,-5.74
-5.74,64.62,5.89,177.57,983.0,2012,2,15,14,46,-5.08
-5.08,59.3,6.23,176.47,983.5,2012,2,15,15,46,-4.9
